groups,n_features,cv_rmse_mean,cv_rmse_std,fold_rmses
"['categorical', 'speed_o_curve', 'composite_risk', 'time', 'logs']",10,0.11234512892144503,0.00047559132938577244,"[0.11319883050914328, 0.11199830906916101, 0.11230405059397516, 0.11240520444845155, 0.11181924998649424]"
"['speed_o_curve', 'composite_risk', 'time', 'logs']",6,0.11234683237338405,0.00045838557609291026,"[0.11318472952638155, 0.11197769119802833, 0.11226591521691531, 0.11240834668579662, 0.11189747923979838]"
"['categorical', 'composite_risk', 'time', 'logs']",9,0.11235264200932202,0.0004891111653372923,"[0.11322810261762965, 0.11194537803874628, 0.11226911788959246, 0.1124627050643337, 0.11185790643630808]"
"['categorical', 'speed_o_curve', 'composite_risk', 'time']",9,0.1123592378636297,0.0004684335282610365,"[0.11321980680048492, 0.11198943650857195, 0.11230447268453118, 0.11238798516003794, 0.11189448816452247]"
"['categorical', 'speed_o_curve', 'composite_risk']",8,0.11237040136126412,0.0004903176365446453,"[0.11325825150123425, 0.11199013619900626, 0.11231565884173256, 0.11243002870274475, 0.11185793156160277]"
"['categorical', 'speed_o_curve', 'logs']",6,0.11237134154732323,0.0004724726248874523,"[0.1132308678310354, 0.11197213700412663, 0.11230845331776522, 0.11243250031917083, 0.11191274926451804]"
"['categorical', 'composite_risk', 'logs']",8,0.11238285800877099,0.00047691893799809093,"[0.11324394459630772, 0.11201704872927797, 0.11229104159953729, 0.11247451401565564, 0.11188774110307632]"
"['categorical', 'speed_o_curve', 'time', 'logs']",7,0.11238485736370099,0.00048081639412413037,"[0.11326045653428318, 0.11196579546158623, 0.11232166228281489, 0.11244536576214342, 0.11193100677767721]"
"['categorical', 'speed_o_curve', 'time']",6,0.11238931093465634,0.0004914813810783302,"[0.11326058841114496, 0.11199991914043358, 0.11231650106887263, 0.11250729941364439, 0.11186224663918608]"
"['categorical', 'time', 'logs']",6,0.11239478397658327,0.00047267766746636735,"[0.11324613082213676, 0.11200458196033454, 0.11231851214300781, 0.112485358801523, 0.11191933615591422]"
"['categorical', 'logs']",5,0.1124234193636275,0.00047581397962763303,"[0.1132696815172057, 0.11203565968016874, 0.11235174617507449, 0.11253457164394261, 0.11192543780174598]"
"['categorical', 'speed_o_curve']",5,0.1124234193636275,0.00047581397962763303,"[0.1132696815172057, 0.11203565968016874, 0.11235174617507449, 0.11253457164394261, 0.11192543780174598]"
"['categorical', 'booleans']",8,0.14215440523111467,0.00017551624112021637,"[0.14202086859484872, 0.14214200314878675, 0.1424527409644039, 0.14194511413416805, 0.14221129931336587]"
"['categorical', 'booleans', 'composite_risk']",11,0.14215679852644708,0.00017153017366200698,"[0.14202674451342567, 0.1421383153757982, 0.14244832465530022, 0.14195368542181536, 0.14221692266589603]"
"['categorical', 'booleans', 'time']",9,0.142156906613651,0.00017220048467723052,"[0.14202366124643276, 0.14214756562683364, 0.14244862247218384, 0.14195156436712264, 0.14221311935568207]"
"['categorical', 'booleans', 'composite_risk', 'time']",12,0.142164162568479,0.00016937303202275178,"[0.14203215122346344, 0.14215082620255245, 0.1424548217701979, 0.1419674286626549, 0.14221558498352627]"
"['booleans', 'composite_risk', 'time']",8,0.14216716368098786,0.00016750923046008205,"[0.14204527926055646, 0.1421487696771874, 0.14245500408251738, 0.14196815650737304, 0.14221860887730495]"
"['booleans', 'composite_risk']",7,0.142171325675058,0.00017378879779860737,"[0.14203852608560727, 0.1421462964739662, 0.14246466933878363, 0.14196660493341548, 0.14224053154351735]"
['categorical'],4,0.1423821686374937,0.00017878241310279608,"[0.14224373185952527, 0.1423558440439124, 0.1426924593172701, 0.14218077985127403, 0.14243802811548684]"
"['categorical', 'composite_risk']",7,0.14238224139595562,0.00017883807941700207,"[0.1422430207433708, 0.1423578902144203, 0.14269275708017498, 0.14218085605211758, 0.1424366828896945]"
"['categorical', 'composite_risk', 'time']",8,0.14238269771262752,0.00017828520326636086,"[0.14224386048126073, 0.14235811625675493, 0.14269223423517727, 0.14218204574257107, 0.14243723184737356]"
"['categorical', 'time']",5,0.1423831403750862,0.00017852134802795997,"[0.14224335515835462, 0.1423584679553192, 0.14269310016417183, 0.14218283496852316, 0.14243794362906215]"
"['composite_risk', 'time']",4,0.142400042919489,0.00017964500006719178,"[0.14225968737214365, 0.1423651534924778, 0.14271125716074298, 0.14220101143615765, 0.1424631051359229]"
['composite_risk'],3,0.14241489826381817,0.00018172513982427503,"[0.14227362270516014, 0.14237147681505208, 0.14272747212225753, 0.14221421689509, 0.142487702781531]"
"['booleans', 'speed_o_curve', 'logs']",6,0.14309032363124238,0.00038148573584602066,"[0.1436257743507459, 0.14286427626398718, 0.14339637338722278, 0.1430136752356158, 0.14255151891864024]"
"['booleans', 'speed_o_curve']",5,0.1431034771630823,0.0003748123466907415,"[0.14362777035569682, 0.14288684170254765, 0.14339442402753733, 0.14304582894831414, 0.14256252078131576]"
"['booleans', 'logs']",5,0.1431034771630823,0.0003748123466907415,"[0.14362777035569682, 0.14288684170254765, 0.14339442402753733, 0.14304582894831414, 0.14256252078131576]"
"['booleans', 'speed_o_curve', 'time']",6,0.1431204755208118,0.0003759293434297146,"[0.14365486711369604, 0.14288433428752279, 0.14342041115243667, 0.1430409305569497, 0.14260183449345393]"
"['booleans', 'time', 'logs']",6,0.14312053388413107,0.00037705903470406954,"[0.14365625887280462, 0.14288142377858376, 0.14341883565335625, 0.14304751465331342, 0.14259863646259727]"
"['booleans', 'speed_o_curve', 'time', 'logs']",7,0.1431227044166168,0.0003753977271963987,"[0.14366438368673098, 0.14290074119896617, 0.14341656091348617, 0.14302489886936326, 0.14260693741453742]"
['speed_o_curve'],1,0.14352369670777393,0.000384939712145579,"[0.14410631296668636, 0.1433197745979245, 0.14380512102703835, 0.14337082259475792, 0.14301645235246263]"
"['speed_o_curve', 'logs']",2,0.14352369670777393,0.000384939712145579,"[0.14410631296668636, 0.1433197745979245, 0.14380512102703835, 0.14337082259475792, 0.14301645235246263]"
['logs'],1,0.14352369670777393,0.000384939712145579,"[0.14410631296668636, 0.1433197745979245, 0.14380512102703835, 0.14337082259475792, 0.14301645235246263]"
"['time', 'logs']",2,0.14355439102768025,0.00039209661859734255,"[0.14415683278077157, 0.14334097121325087, 0.14382378413581495, 0.1434134477798148, 0.14303691922874895]"
"['speed_o_curve', 'time']",2,0.14355439102768025,0.00039209661859734255,"[0.14415683278077157, 0.14334097121325087, 0.14382378413581495, 0.1434134477798148, 0.14303691922874895]"
"['speed_o_curve', 'time', 'logs']",3,0.14355439102768025,0.00039209661859734255,"[0.14415683278077157, 0.14334097121325087, 0.14382378413581495, 0.1434134477798148, 0.14303691922874895]"
"['booleans', 'time']",5,0.1661043241582557,0.00029960865885830107,"[0.16584535890945218, 0.16616859069380946, 0.16654966925347703, 0.16570707313088776, 0.16625092880365214]"
['booleans'],4,0.1661144632484471,0.00030556939725033696,"[0.16585588741636162, 0.16617588155787688, 0.1665666820899027, 0.16570479822897524, 0.166269066949119]"
['time'],1,0.16640947253651875,0.0003037065644656058,"[0.16616434725899443, 0.16644591769127706, 0.166881047196612, 0.16601078538816794, 0.1665452651475423]"
